#RANK	ID	GENE_SYMBOL	ENTREZ_GENE_ID	MOI	P-VALUE	EXOMISER_GENE_COMBINED_SCORE	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
29	PCDHA4_AR	PCDHA4	56144	AR	0.0106	0.7489	0.5000	1.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CRIPTO associated with Microform holoprosencephaly (ORPHA:280200): Nephrocalcinosis (HP:0000121)-Renal agenesis (HP:0000104), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-EMG: myopathic abnormalities (HP:0003458), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to TDGF1 Skeletal muscle atrophy (HP:0003202)-decreased forebrain size (MP:0012138), Short stature (HP:0004322)-decreased forebrain size (MP:0012138), 	
31	MC3R_AD	MC3R	4159	AD	0.0107	0.7487	0.5024	0.9972	0.0000	0.4337	0.0000	0.5024	0.5024	1.0000	0		Nephrocalcinosis (HP:0000121)-abnormal kidney morphology (MP:0002135), Failure to thrive (HP:0001508)-decreased heart weight (MP:0002834), Small for gestational age (HP:0001518)-decreased heart weight (MP:0002834), Skeletal muscle atrophy (HP:0003202)-small kidney (MP:0002989), Short stature (HP:0004322)-decreased body length (MP:0001258), 		Proximity to PTH1R associated with Metaphyseal chondrodysplasia, Murk Jansen type (OMIM:156400): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Skeletal muscle atrophy (HP:0003202)-Knee flexion contracture (HP:0006380), Short stature (HP:0004322)-Severe short stature (HP:0003510), 	Proximity to PTH1R Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-postnatal growth retardation (MP:0001732), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 	
32	DEFB121_AD	DEFB121	245934	AD	0.0108	0.7486	0.5000	0.9998	0.0000	0.2303	0.0000	0.5000	0.5000	1.0000	0		Failure to thrive (HP:0001508)-decreased locomotor activity (MP:0001402), Small for gestational age (HP:0001518)-decreased locomotor activity (MP:0001402), Premature birth (HP:0001622)-decreased locomotor activity (MP:0001402), Short stature (HP:0004322)-decreased locomotor activity (MP:0001402), 		Proximity to SLC4A1 associated with Distal renal tubular acidosis 4 with hemolytic anemia (OMIM:611590): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to SLC4A1 Nephrocalcinosis (HP:0000121)-nephrocalcinosis (MP:0003197), Failure to thrive (HP:0001508)-slow postnatal weight gain (MP:0008489), Small for gestational age (HP:0001518)-weight loss (MP:0001263), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-kidney medulla atrophy (MP:0011422), Short stature (HP:0004322)-slow postnatal weight gain (MP:0008489), 	Proximity to SLC4A1 Failure to thrive (HP:0001508)-blood circulation decreased rate, abnormal (ZP:0001531), Rhabdomyosarcoma (HP:0002859)-myofibril cardiac muscle cell disorganized, abnormal (ZP:0001545), Skeletal muscle atrophy (HP:0003202)-cardiac muscle cell decreased size, abnormal (ZP:0001543), 
33	ZNF197_AD	ZNF197	10168	AD	0.0115	0.7469	0.5000	0.9988	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to ATM associated with Ataxia-telangiectasia (ORPHA:100): Nephrocalcinosis (HP:0000121)-Polycystic ovaries (HP:0000147), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Delayed puberty (HP:0000823), Skeletal muscle atrophy (HP:0003202)-Skeletal muscle atrophy (HP:0003202), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to ATM Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-arrest of male meiosis (MP:0008261), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 	
34	MTCH2_AR	MTCH2	23788	AR	0.0120	0.7457	0.5001	0.9981	0.0000	0.2580	0.0000	0.5001	0.5001	1.0000	0		Skeletal muscle atrophy (HP:0003202)-decreased embryo size (MP:0001698), Short stature (HP:0004322)-decreased embryo size (MP:0001698), 		Proximity to SEC24C associated with 22q11.2 deletion syndrome (ORPHA:567): Nephrocalcinosis (HP:0000121)-Multiple renal cysts (HP:0005562), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Skeletal muscle atrophy (HP:0003202)-Optic atrophy (HP:0000648), Short stature (HP:0004322)-Short stature (HP:0004322), 		Proximity to SEC24C Short stature (HP:0004322)-whole organism decreased length, abnormal (ZP:0000473), 
35	FOXD4L4_AD	FOXD4L4	349334	AD	0.0184	0.7292	0.5034	0.9850	0.0000	0.0000	0.0000	0.5034	0.5034	1.0000	0				Proximity to PAX7 associated with Rhabdomyosarcoma 2, alveolar (OMIM:268220): Rhabdomyosarcoma (HP:0002859)-Alveolar rhabdomyosarcoma (HP:0006779), 	Proximity to PAX7 Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-postnatal growth retardation (MP:0001732), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Rhabdomyosarcoma (HP:0002859)-muscle weakness (MP:0000747), Skeletal muscle atrophy (HP:0003202)-thin diaphragm muscle (MP:0000761), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 	
36	CDC7_AD	CDC7	8317	AD	0.0205	0.7234	0.5164	0.9671	0.0000	0.0000	0.0000	0.5164	0.5164	1.0000	0				Proximity to SLC17A5 associated with Sialic acid storage disorder, infantile (OMIM:269920): Nephrocalcinosis (HP:0000121)-Nephrotic syndrome (HP:0000100), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Cerebral atrophy (HP:0002059), Short stature (HP:0004322)-High palate (HP:0000218), 	Proximity to SLC17A5 Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-postnatal growth retardation (MP:0001732), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 	
37	DDX28_AD	DDX28	55794	AD	0.0245	0.7130	0.5002	0.9799	0.0000	0.0000	0.0000	0.5002	0.5002	1.0000	0				Proximity to ADA2 associated with Diamond-Blackfan anemia (ORPHA:124): Nephrocalcinosis (HP:0000121)-Horseshoe kidney (HP:0000085), Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Nonimmune hydrops fetalis (HP:0001790), Rhabdomyosarcoma (HP:0002859)-Osteosarcoma (HP:0002669), Skeletal muscle atrophy (HP:0003202)-Abnormality of the thenar eminence (HP:0001227), Short stature (HP:0004322)-Short stature (HP:0004322), 		
38	TRDMT1_AD	TRDMT1	1787	AD	0.0249	0.7120	0.5000	0.9796	0.0000	0.2408	0.0000	0.5000	0.5000	1.0000	0		Failure to thrive (HP:0001508)-hyperactivity (MP:0001399), Small for gestational age (HP:0001518)-hyperactivity (MP:0001399), Premature birth (HP:0001622)-hyperactivity (MP:0001399), Skeletal muscle atrophy (HP:0003202)-decreased mean platelet volume (MP:0008935), Short stature (HP:0004322)-decreased mean platelet volume (MP:0008935), 		Proximity to CLCN7 associated with Hypopigmentation, organomegaly, and delayed myelination and development (OMIM:618541): Nephrocalcinosis (HP:0000121)-Reduced renal corticomedullary differentiation (HP:0005565), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Cerebellar atrophy (HP:0001272), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to CLCN7 Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 	Proximity to CLCN7 Short stature (HP:0004322)-whole organism decreased length, abnormal (ZP:0000473), 
39	SLC6A13_AD	SLC6A13	6540	AD	0.0275	0.7054	0.5001	0.9760	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to ATP8B1 associated with Intrahepatic cholestasis of pregnancy (ORPHA:69665): Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Premature birth (HP:0001622), 	Proximity to ATP8B1 Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-postnatal growth retardation (MP:0001732), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 	
40	RCAN3_AD	RCAN3	11123	AD	0.0307	0.6965	0.5000	0.9714	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to NEB associated with Severe congenital nemaline myopathy (ORPHA:171430): Nephrocalcinosis (HP:0000121)-Hypospadias (HP:0000047), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Skeletal muscle atrophy (HP:0003202), 	Proximity to NEB Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-postnatal growth retardation (MP:0001732), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Rhabdomyosarcoma (HP:0002859)-abnormal muscle physiology (MP:0002106), Skeletal muscle atrophy (HP:0003202)-abnormal skeletal muscle fiber morphology (MP:0003084), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 	Proximity to NEB Rhabdomyosarcoma (HP:0002859)-muscle refractivity, abnormal (ZP:0001509), Skeletal muscle atrophy (HP:0003202)-skeletal muscle decreased size, abnormal (ZP:0004709), Short stature (HP:0004322)-whole organism decreased size, abnormal (ZP:0000324), 
41	SH3BP2_AD	SH3BP2	6452	AD	0.0370	0.6796	0.5014	0.9612	0.1836	0.3338	0.0000	0.5014	0.5014	1.0000	0	Cherubism (ORPHA:184): Skeletal muscle atrophy (HP:0003202)-Optic atrophy (HP:0000648), 	Rhabdomyosarcoma (HP:0002859)-myositis (MP:0004510), Skeletal muscle atrophy (HP:0003202)-alveolar process atrophy (MP:0030466), Short stature (HP:0004322)-decreased trabecular bone volume (MP:0010879), 		Proximity to HLA-DRB1 associated with Sarcoidosis (ORPHA:797): Nephrocalcinosis (HP:0000121)-Nephrocalcinosis (HP:0000121), Failure to thrive (HP:0001508)-Weight loss (HP:0001824), Small for gestational age (HP:0001518)-Weight loss (HP:0001824), Skeletal muscle atrophy (HP:0003202)-Facial palsy (HP:0010628), 		
42	SIM2_AD	SIM2	6493	AD	0.0392	0.6735	0.5007	0.9590	0.0000	0.1890	0.0000	0.5007	0.5007	1.0000	0		Skeletal muscle atrophy (HP:0003202)-decreased palatal length (MP:0003760), Short stature (HP:0004322)-decreased palatal length (MP:0003760), 		Proximity to SHH associated with Microform holoprosencephaly (ORPHA:280200): Nephrocalcinosis (HP:0000121)-Renal agenesis (HP:0000104), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-EMG: myopathic abnormalities (HP:0003458), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to SHH Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-decreased body weight (MP:0001262), 	Proximity to SHH Rhabdomyosarcoma (HP:0002859)-myoseptum quality, abnormal (ZP:0003289), Skeletal muscle atrophy (HP:0003202)-horizontal myoseptum hypoplastic, abnormal (ZP:0005400), Short stature (HP:0004322)-blood circulation delayed, abnormal (ZP:0007527), 
43	CD82_AD	CD82	3732	AD	0.0521	0.6362	0.5001	0.9418	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to NGLY1 associated with Alacrimia-choreoathetosis-liver dysfunction syndrome (ORPHA:404454): Nephrocalcinosis (HP:0000121)-Tarsal sclerosis (HP:0031051), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Skeletal muscle atrophy (HP:0003202)-Cerebellar atrophy (HP:0001272), Short stature (HP:0004322)-Delayed myelination (HP:0012448), 		
44	ACLY_AD	ACLY	47	AD	0.0562	0.6245	0.5066	0.9289	0.0000	0.0000	0.2601	0.5066	0.5066	1.0000	0			Rhabdomyosarcoma (HP:0002859)-acetylcholine-gated channel complex myotome increased area, abnormal (ZP:0018478), Skeletal muscle atrophy (HP:0003202)-acetylcholine-gated channel complex myotome increased area, abnormal (ZP:0018478), 	Proximity to ACADVL associated with Very long chain acyl-CoA dehydrogenase deficiency (ORPHA:26793): Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Skeletal muscle atrophy (HP:0003202)-Exercise-induced rhabdomyolysis (HP:0009045), 	Proximity to ACADVL Failure to thrive (HP:0001508)-increased body weight (MP:0001260), Small for gestational age (HP:0001518)-increased body weight (MP:0001260), Rhabdomyosarcoma (HP:0002859)-cardiomyopathy (MP:0005330), Skeletal muscle atrophy (HP:0003202)-abnormal skeletal muscle fiber morphology (MP:0003084), Short stature (HP:0004322)-increased body weight (MP:0001260), 	
45	IRX4_AD	IRX4	50805	AD	0.0573	0.6212	0.5004	0.9344	0.0000	0.3190	0.0000	0.5004	0.5004	1.0000	0		Failure to thrive (HP:0001508)-increased heart right atrium weight (MP:0011917), Small for gestational age (HP:0001518)-increased heart right atrium weight (MP:0011917), Rhabdomyosarcoma (HP:0002859)-cardiomyopathy (MP:0005330), Skeletal muscle atrophy (HP:0003202)-cardiomyopathy (MP:0005330), 		Proximity to IQSEC2 associated with Smith-Magenis syndrome (ORPHA:819): Nephrocalcinosis (HP:0000121)-Renal hypoplasia/aplasia (HP:0008678), Failure to thrive (HP:0001508)-Failure to thrive in infancy (HP:0001531), Small for gestational age (HP:0001518)-Failure to thrive in infancy (HP:0001531), Premature birth (HP:0001622)-Precocious puberty (HP:0000826), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to IQSEC2 Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-postnatal growth retardation (MP:0001732), Premature birth (HP:0001622)-postnatal growth retardation (MP:0001732), Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), 	
46	ZDHHC13_AD	ZDHHC13	54503	AD	0.0574	0.6209	0.6192	0.7997	0.0000	0.6192	0.0000	0.5000	0.6192	1.0000	0		Nephrocalcinosis (HP:0000121)-abnormal renal glomerulus morphology (MP:0005325), Failure to thrive (HP:0001508)-slow postnatal weight gain (MP:0008489), Small for gestational age (HP:0001518)-cachexia (MP:0005150), Premature birth (HP:0001622)-slow postnatal weight gain (MP:0008489), Rhabdomyosarcoma (HP:0002859)-muscular atrophy (MP:0002269), Skeletal muscle atrophy (HP:0003202)-muscular atrophy (MP:0002269), Short stature (HP:0004322)-slow postnatal weight gain (MP:0008489), 		Proximity to HSPG2 associated with Schwartz-Jampel syndrome (ORPHA:800): Nephrocalcinosis (HP:0000121)-Nephrolithiasis (HP:0000787), Failure to thrive (HP:0001508)-Decreased body weight (HP:0004325), Small for gestational age (HP:0001518)-Decreased body weight (HP:0004325), Premature birth (HP:0001622)-Prenatal movement abnormality (HP:0001557), Skeletal muscle atrophy (HP:0003202)-Skeletal muscle atrophy (HP:0003202), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to HSPG2 Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-delayed bone ossification (MP:0000060), Rhabdomyosarcoma (HP:0002859)-abnormal muscle morphology (MP:0002108), Skeletal muscle atrophy (HP:0003202)-abnormal muscle morphology (MP:0002108), Short stature (HP:0004322)-decreased cranium height (MP:0008525), 	Proximity to HSPG2 Rhabdomyosarcoma (HP:0002859)-mitochondrial matrix trunk musculature absent, abnormal (ZP:0009155), Skeletal muscle atrophy (HP:0003202)-trunk musculature dystrophic, abnormal (ZP:0001496), Short stature (HP:0004322)-whole organism decreased length, abnormal (ZP:0000473), 
47	COL7A1_AD	COL7A1	1294	AD	0.0580	0.6195	0.5032	0.9304	0.5112	0.4964	0.0000	0.5032	0.5112	1.0000	0	Autosomal recessive generalized dystrophic epidermolysis bullosa, severe form (ORPHA:79408): Nephrocalcinosis (HP:0000121)-Renal amyloidosis (HP:0001917), Premature birth (HP:0001622)-Delayed puberty (HP:0000823), Rhabdomyosarcoma (HP:0002859)-Cutaneous melanoma (HP:0012056), Skeletal muscle atrophy (HP:0003202)-Atrophic scars (HP:0001075), Short stature (HP:0004322)-Growth delay (HP:0001510), 	Failure to thrive (HP:0001508)-slow postnatal weight gain (MP:0008489), Small for gestational age (HP:0001518)-slow postnatal weight gain (MP:0008489), Premature birth (HP:0001622)-slow postnatal weight gain (MP:0008489), Skeletal muscle atrophy (HP:0003202)-slow postnatal weight gain (MP:0008489), Short stature (HP:0004322)-slow postnatal weight gain (MP:0008489), 		Proximity to COL5A1 associated with Classical Ehlers-Danlos syndrome (ORPHA:287): Nephrocalcinosis (HP:0000121)-Bladder diverticulum (HP:0000015), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Atrophic scars (HP:0001075), 	Proximity to COL5A1 Skeletal muscle atrophy (HP:0003202)-thin dermal layer (MP:0001244), Short stature (HP:0004322)-thin dermal layer (MP:0001244), 	
48	PITPNM2_AD	PITPNM2	57605	AD	0.0582	0.6189	0.5000	0.9338	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to MUSK associated with Fetal akinesia deformation sequence 1 (OMIM:208150): Nephrocalcinosis (HP:0000121)-Small placenta (HP:0006266), Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Generalized amyotrophy (HP:0003700), Short stature (HP:0004322)-Intrauterine growth retardation (HP:0001511), 	Proximity to MUSK Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-impaired coordination (MP:0001405), Rhabdomyosarcoma (HP:0002859)-abnormal muscle electrophysiology (MP:0004145), Skeletal muscle atrophy (HP:0003202)-thin diaphragm muscle (MP:0000761), Short stature (HP:0004322)-decreased body weight (MP:0001262), 	Proximity to MUSK Failure to thrive (HP:0001508)-axon extension process quality, abnormal (ZP:0001660), Small for gestational age (HP:0001518)-axon extension process quality, abnormal (ZP:0001660), Rhabdomyosarcoma (HP:0002859)-extracellular matrix myotome absent, abnormal (ZP:0018899), Skeletal muscle atrophy (HP:0003202)-extracellular matrix myotome absent, abnormal (ZP:0018899), Short stature (HP:0004322)-axon extension process quality, abnormal (ZP:0001660), 
